episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
217,1.0,1.25,500,1,85,8,27.875,0.063219,-0.069984,nan
218,1.0,1.6,500,1,78,8,25.875,0.069407,0.367488,nan
219,1.0,1.0,500,1,70,7,30.857142857142858,0.015925,-0.090887,nan
220,1.0,1.3,500,1,84,8,28.125,0.033202,0.022508,nan
221,1.0,0.8,500,1,94,8,23.75,0.043517,-0.187548,nan
222,1.0,2.15,500,1,87,9,23.333333333333332,0.150237,0.522788,nan
223,1.0,2.75,500,1,75,9,31.555555555555557,0.05892,0.440303,nan
224,1.0,1.7,500,1,76,8,28.25,0.063312,0.081945,nan
225,1.0,1.15,500,1,87,8,26.125,0.073743,-0.203003,nan
226,1.0,1.0,500,1,90,8,26.0,0.06411,-0.160858,nan
227,1.0,2.1,500,1,88,9,28.88888888888889,0.038505,0.207994,nan
228,1.0,2.3,500,1,84,9,27.0,0.085786,0.495426,nan
229,1.0,1.0,500,1,90,8,26.5,0.089939,-0.24023,nan
230,1.0,1.95,500,1,71,8,29.125,0.039405,0.225323,nan
231,1.0,1.45,500,1,81,8,28.625,0.116316,-0.251268,nan
232,1.0,1.55,500,1,79,8,31.5,0.032263,0.005232,nan
233,1.0,2.55,500,1,79,9,27.22222222222222,0.08366,0.683783,nan
234,1.0,2.0,500,1,90,9,25.444444444444443,0.069185,0.110075,nan
235,1.0,1.45,500,1,81,8,30.0,0.024608,-0.09346,nan
236,1.0,3.05,500,1,89,10,26.9,0.114484,0.632312,nan
237,1.0,2.2,500,1,86,9,24.22222222222222,0.033644,0.350195,nan
238,1.0,1.75,500,1,75,8,27.375,0.090351,0.063391,nan
239,1.0,1.8,500,1,94,9,28.88888888888889,0.032314,0.023571,nan
240,1.0,0.8,500,1,94,8,28.625,0.047541,-0.369795,nan
241,1.0,1.3,500,1,84,8,29.125,0.019995,-0.158589,nan
242,1.0,1.35,500,1,83,8,28.125,0.098389,-0.247967,nan
243,1.0,3.35,500,1,83,10,24.4,0.117157,0.804509,nan
244,1.0,1.7,500,1,76,8,27.625,0.029574,0.083118,nan
245,1.0,1.95,500,1,91,9,25.22222222222222,0.076428,0.213939,nan
246,1.0,2.75,500,1,95,10,25.4,0.14666,0.502441,nan
247,1.0,0.15,500,1,87,7,27.285714285714285,0.093106,-0.760962,nan
248,1.0,1.75,500,1,75,8,30.25,0.034498,-0.057157,nan
249,1.0,1.35,500,1,83,8,29.0,0.081683,-0.324716,nan
250,1.0,1.9,500,1,92,9,26.555555555555557,0.07843,0.071305,nan
251,1.0,3.05,500,1,89,10,27.7,0.090941,0.647413,nan
252,1.0,2.35,500,1,83,9,30.11111111111111,0.015644,0.190264,nan
253,1.0,1.75,500,1,75,8,30.875,0.054965,-0.127465,nan
254,1.0,2.3,500,1,84,9,28.444444444444443,0.056094,0.307184,nan
255,1.0,2.4,500,1,102,10,23.9,0.023866,0.20586,nan
256,1.0,2.15,500,1,87,9,24.333333333333332,0.068155,0.321552,nan
257,1.0,2.7,500,1,76,9,26.333333333333332,0.069287,0.360524,nan
258,1.0,1.9,500,1,92,9,27.0,0.106849,-0.249635,nan
259,1.0,2.15,500,1,87,9,31.11111111111111,0.032588,0.122554,nan
260,1.0,1.95,500,1,71,8,32.25,0.047804,-0.126285,nan
261,1.0,4.65,500,1,77,11,24.454545454545453,0.193387,1.028895,nan
262,1.0,2.55,500,1,79,9,25.555555555555557,0.05765,0.383356,nan
263,1.0,2.3,500,1,84,9,27.555555555555557,0.040796,0.121379,nan
264,1.0,2.45,500,1,81,9,28.11111111111111,0.05895,0.103807,nan
265,1.0,2.05,500,1,89,9,28.88888888888889,0.028308,0.021139,nan
266,1.0,1.3,500,1,84,8,30.875,0.042199,-0.431584,nan
267,1.0,1.95,500,1,91,9,25.22222222222222,0.07028,0.089679,nan
268,1.0,2.1,500,1,88,9,26.666666666666668,0.05544,0.074777,nan
269,1.0,3.7,500,1,76,10,23.2,0.134694,0.818885,nan
270,1.0,2.35,500,1,83,9,28.666666666666668,0.022624,-0.046064,nan
271,1.0,3.65,500,1,77,10,23.2,0.177398,0.591261,nan
272,1.0,1.85,500,1,93,9,25.22222222222222,0.031332,-0.163132,nan
273,1.0,1.65,500,1,97,9,22.333333333333332,0.087176,-0.230348,nan
274,1.0,3.3,500,1,84,10,21.7,0.07733,0.60426,nan
275,1.0,2.4,500,1,102,10,24.6,0.052523,-0.053635,nan
276,1.0,2.4,500,1,82,9,26.22222222222222,0.038594,0.126617,nan
277,1.0,2.6,500,1,78,9,30.555555555555557,0.031359,0.032297,nan
278,1.0,2.2,500,1,86,9,25.0,0.035839,-0.128575,nan
279,1.0,2.25,500,1,85,9,29.11111111111111,0.037966,-0.12395,nan
280,1.0,2.6,500,1,78,9,23.88888888888889,0.134638,0.11168,nan
281,1.0,3.25,500,1,85,10,25.8,0.045205,0.445504,nan
282,1.0,3.75,500,1,75,10,27.7,0.06658,0.600979,nan
283,1.0,1.95,500,1,71,8,31.375,0.023849,-0.108047,nan
284,1.0,1.35,500,1,83,8,30.25,0.215057,-0.803364,nan
285,1.0,1.8,500,1,94,9,27.0,0.061053,-0.301915,nan
286,1.0,1.85,500,1,73,8,30.375,0.077184,-0.415654,nan
287,1.0,3.15,500,1,87,10,24.8,0.062497,0.397802,nan
288,1.0,2.45,500,1,81,9,28.666666666666668,0.029541,-0.011538,nan
289,1.0,3.45,500,1,81,10,28.2,0.067597,0.496947,nan
290,1.0,2.65,500,1,77,9,28.333333333333332,0.014219,0.123273,nan
291,1.0,2.05,500,1,69,8,25.25,0.06442,-0.169554,nan
292,1.0,1.4,500,1,82,8,29.0,0.116555,-0.676186,nan
293,1.0,2.3,500,1,84,9,26.333333333333332,0.039414,-0.043412,nan
294,1.0,2.55,500,1,79,9,25.444444444444443,0.071866,0.056522,nan
295,1.0,2.0,500,1,90,9,24.77777777777778,0.076944,-0.317142,nan
296,1.0,3.15,500,1,87,10,24.1,0.048885,0.397242,nan
297,1.0,2.0,500,1,70,8,30.625,0.035152,-0.101122,nan
298,1.0,3.5,500,1,80,10,25.7,0.084296,0.348382,nan
299,1.0,1.25,500,1,85,8,29.0,0.08246,-0.477379,nan
300,1.0,2.0,500,1,90,9,26.333333333333332,0.091834,-0.393815,nan
301,1.0,2.2,500,1,86,9,28.0,0.041054,0.067323,nan
302,1.0,2.65,500,1,77,9,27.666666666666668,0.048833,0.296751,nan
303,1.0,2.45,500,1,81,9,26.333333333333332,0.036327,0.044848,nan
304,1.0,3.15,500,1,67,9,24.88888888888889,0.066209,0.470263,nan
305,1.0,3.6,500,1,78,10,24.3,0.097129,0.445257,nan
306,1.0,1.5,500,1,80,8,30.5,0.084393,-0.529347,nan
307,1.0,3.3,500,1,84,10,26.3,0.053966,0.43859,nan
308,1.0,2.65,500,1,77,9,23.444444444444443,0.081816,0.054177,nan
309,1.0,2.25,500,1,85,9,24.77777777777778,0.081553,0.084058,nan
310,1.0,2.65,500,1,77,9,27.77777777777778,0.044775,0.094086,nan
311,1.0,2.05,500,1,69,8,32.25,0.056736,-0.290494,nan
312,1.0,1.7,500,1,96,9,26.666666666666668,0.030097,-0.276403,nan
313,1.0,2.8,500,1,74,9,29.444444444444443,0.038501,0.052037,nan
314,1.0,2.9,500,1,92,10,25.0,0.043661,0.047645,nan
315,1.0,3.1,500,1,68,9,25.11111111111111,0.14689,0.077636,nan
316,1.0,3.05,500,1,89,10,23.5,0.05387,0.296666,nan
317,1.0,2.7,500,1,96,10,24.7,0.041175,0.231625,nan
318,1.0,1.6,500,1,78,8,27.25,0.06507,-0.404534,nan
319,1.0,1.95,500,1,91,9,26.333333333333332,0.028727,-0.280131,nan
320,1.0,3.45,500,1,81,10,25.1,0.049343,0.32786,nan
321,1.0,1.5,500,1,80,8,24.875,0.083036,-0.489201,nan
322,1.0,2.3,500,1,84,9,26.22222222222222,0.045293,-0.155999,nan
323,1.0,2.6,500,1,78,9,28.11111111111111,0.04315,-0.054681,nan
324,1.0,1.75,500,1,75,8,30.25,0.057479,-0.480095,nan
325,1.0,3.8,500,1,94,11,22.09090909090909,0.082245,0.645221,nan
326,1.0,3.4,500,1,82,10,26.8,0.103016,0.196141,nan
327,1.0,3.8,500,1,94,11,24.181818181818183,0.115853,0.676833,nan
328,1.0,3.1,500,1,88,10,26.7,0.044426,0.2085,nan
329,1.0,3.25,500,1,85,10,25.4,0.044857,0.310122,nan
330,1.0,2.6,500,1,78,9,27.333333333333332,0.031333,-0.033131,nan
331,1.0,1.4,500,1,82,8,31.75,0.135045,-0.739693,nan
332,1.0,2.45,500,1,81,9,30.0,0.042037,-0.172175,nan
333,1.0,2.25,500,1,85,9,27.0,0.047325,-0.14535,nan
334,1.0,2.55,500,1,79,9,31.0,0.024558,-0.058211,nan
335,1.0,3.05,500,1,89,10,25.3,0.031915,0.219578,nan
336,1.0,2.25,500,1,85,9,26.555555555555557,0.014637,-0.098624,nan
337,1.0,2.25,500,1,85,9,22.555555555555557,0.033151,0.113155,nan
338,1.0,2.25,500,1,85,9,26.555555555555557,0.076757,-0.252181,nan
339,1.0,2.55,500,1,79,9,29.555555555555557,0.036496,0.018091,nan
340,1.0,2.65,500,1,97,10,24.8,0.073766,-0.143596,nan
341,1.0,1.7,500,1,76,8,32.0,0.070885,-0.528965,nan
342,1.0,2.8,500,1,94,10,25.2,0.014429,0.143476,nan
343,1.0,1.95,500,1,91,9,28.22222222222222,0.03893,-0.211835,nan
344,1.0,3.45,500,1,81,10,24.6,0.139338,0.383299,nan
345,1.0,3.25,500,1,85,10,27.4,0.033877,0.329978,nan
346,1.0,2.75,500,1,75,9,25.444444444444443,0.051228,0.101502,nan
347,1.0,3.0,500,1,90,10,21.6,0.050854,0.330762,nan
348,1.0,3.3,500,1,84,10,25.6,0.0555,0.521218,nan
349,1.0,2.1,500,1,88,9,28.22222222222222,0.034152,-0.094821,nan
350,1.0,3.2,500,1,86,10,24.7,0.097168,0.186011,nan
351,1.0,1.3,500,1,84,8,29.5,0.168867,-0.634967,nan
352,1.0,1.95,500,1,91,9,28.555555555555557,0.082179,-0.294782,nan
353,1.0,2.55,500,1,99,10,29.7,0.05963,-0.068443,nan
354,1.0,1.45,500,1,81,8,29.5,0.034566,-0.379329,nan
355,1.0,3.2,500,1,86,10,25.1,0.090867,0.240896,nan
356,1.0,2.8,500,1,74,9,25.444444444444443,0.027964,0.062474,nan
357,1.0,2.05,500,1,89,9,26.88888888888889,0.066209,-0.23196,nan
358,1.0,2.7,500,1,76,9,29.0,0.01021,0.024298,nan
359,1.0,2.3,500,1,84,9,27.77777777777778,0.032973,-0.107662,nan
360,1.0,1.55,500,1,79,8,27.625,0.092569,-0.556536,nan
361,1.0,3.3,500,1,64,9,25.22222222222222,0.066841,0.251162,nan
362,1.0,3.65,500,1,77,10,25.0,0.063085,0.594302,nan
363,1.0,3.55,500,1,79,10,23.6,0.076318,0.60942,nan
